id;reference;variation_index;rhythm_type;melody;clef;alter;support_sound;height;tempo;bar;note_length;;
1228;1807;1;1;GB dd cA BG | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1229;1807;1;1;GB/c/ dd cA cA | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1230;1807;1;1;GB dd cA BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1231;1807;2;1;GB dd !mark!^A BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1232;1808;1;1;GB dd cB BA | FA cc BA GG;&;^F;g;0;0;0;1/8;;
1233;1808;1;1;GB dd cB BA | cA FA GG GG;&;^F;g;0;0;0;1/8;;
1234;1808;1;1;GB dd cA BG | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1235;1808;1;1;GB/c/ dd cA cA | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1236;1808;1;1;GB dd cA BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1237;1808;2;1;GB dd !mark!^A BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1238;1809;1;1;GB dd cB BA | cA FA GG GG;&;^F;g;0;0;0;1/8;;
1239;1809;1;1;GB dd cA BG | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1240;1809;1;1;GB/c/ dd cA cA | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1241;1809;1;1;GB dd cA BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1242;1809;2;1;GB dd !mark!^A BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1243;1809;1;1;GB dd cB BA | FA cc BA GG;&;^F;g;0;0;0;1/8;;
1244;1810;1;1;GB dd cB BA | FA cc BA GG;&;^F;g;0;0;0;1/8;;
1245;1810;1;1;GB dd cB BA | cA FA GG GG;&;^F;g;0;0;0;1/8;;
1246;1810;1;1;GB dd cA BG | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1247;1810;1;1;GB/c/ dd cA cA | FA cA FA GG;&;^F;g;0;0;0;1/8;;
1248;1810;1;1;GB dd cA BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1249;1810;2;1;GB dd !mark!^A BG | BA cA FA GG;&;^F;g;0;0;0;1/8;;
1250;1811;1;1;GB dd cB BA | FA cc BA GG;&;^F;g;0;0;0;1/8;;
1251;1811;1;1;GB dd cB BA | cA FA GG GG;&;^F;g;0;0;0;1/8;;
1252;4610;1;2;GB BA cB G HG2 | GB BA/B/ cB G HG2;&;;g;0;0;0;1/8;;
1253;1068;1;3A;cB c Hc2 BA G HG2 | BB A HG2 GG G HG2;&;_B;g;0;0;68;1/8;;
1254;1068;2;3A;c!mark!c c H!mark!B/c/2 B!mark!B !mark!<]> HG2 | BB A HG2 GG G HG2;&;_B;g;0;0;68;1/8;;
1255;876;1;1;cc A_B cA GF | AA GG FF FF;&;_B;f;0;0;44288;1/8;;
1256;876;2;1;cc !mark!B!mark!B cA GF | AA G!mark!B FF F!mark!A;&;_B;f;0;0;44288;1/8;;
1257;877;1;1;cc A_B cA GF | AA GG FF FF;&;_B;f;0;0;44288;1/8;;
1258;877;2;1;cc !mark!B!mark!B cA GF | AA G!mark!B FF F!mark!A;&;_B;f;0;0;44288;1/8;;
1259;878;1;1;cc A_B cA GF | AA GG FF FF;&;_B;f;0;0;44288;1/8;;
1260;878;2;1;cc !mark!B!mark!B cA GF | AA G!mark!B FF F!mark!A;&;_B;f;0;0;44288;1/8;;
1261;879;1;1;cc A_B cA GF | AA GG FF FF;&;_B;f;0;0;44288;1/8;;
1262;879;2;1;cc !mark!B!mark!B cA GF | AA G!mark!B FF F!mark!A;&;_B;f;0;0;44288;1/8;;
1263;880;1;1;GE GE GG FE | ^D^D EG EE EE;&;^F;e;0;0;44288;1/8;;
1264;881;1;1;cc AA cc AA | BB GG cA AA;&;;"a;f";0;0;24;1/8;;
1265;882;1;1;GE EE GE EE | GE GE GE EE;&;^F;"e;c";0;0;24;1/8;;
1266;883;1;1;GG AA AA GG | GG BB AA GA;&;_B _E;g;0;0;48;1/8;;
1267;884;1;1;cc AA cc AA | cc BB AA AA;&;;"a;f";0;0;24;1/8;;
1268;885;1;1;cA AA cA AA | cc BB AA AA;&;;"a;f";0;0;44288;1/8;;
1269;886;1;1;GE GE GE GG | GG FE GF EE;&;^F;e;0;0;44288;1/8;;
1270;887;1;1;AA cc dd AF | cc BA AA AA;&;^F;a;0;0;44288;1/8;;
1271;888;1;1A;GG EE/F/ GE DD | CF E/F/G F/E/D DD;&;;"c;d";0;1/4=88;0;1/8;;
1272;889;1;1;GE GA/G/ FE EE | GE GA/G/ FE EE;&;^F;e;0;0;44288;1/8;;
1273;890;1;1;EE GA GG EE | GA/G/ FF EE EE;&;^F;e;0;0;0;1/8;;
1274;890;2;1;EE GA !mark!A!mark!A EE | GA/G/ F!mark!G EE EE;&;^F;e;0;0;0;1/8;;
1275;891;1;1;EE AF GG EE | GE/F/ GF EE EE;&;^F;e;0;0;0;1/8;;
1276;892;1;1;EE/F/ GG AA GG | GG FF EE EE;&;^F;e;0;0;0;1/8;;
1277;892;2;1;EE/F/ GG AA !mark!E!mark!E | GG FF EE EE;&;^F;e;0;0;0;1/8;;
1278;893;1;1;dd ee ec dd | dB cc BB BB;&;^F ^D;h;0;0;44288;1/8;;
1279;894;1;4;BA2 cB2 BA2 GG2 | AG2 GG2 AG2 GG2;&;;g;0;0;58;1/8;;
1280;894;2;4;BA2 cB2 !mark!A!mark!G2 GG2 | AG2 GG2 !mark!GG2 GG2;&;;g;0;0;58;1/8;;
1281;895;1;3A;GF E HE2 DC E HE2 | FE D HD2 DC E HE2;&;;"c;e";0;0;58;1/8;;
1282;897;1;4;DD2 DD2 GG2 GG2 | FF2 DD2 GG2 GG2;&;^F;"g;d";0;0;44288;1/8;;
1283;898;1;4;cB2 BA2 cB2 AG2 | cB2 BA2 AG2 GD2;&;^F;g;0;0;34;1/8;;
1284;899;1;4;GE2 EE2 GE2 GE2 | FA2 GE2 FE2 EE2;&;;"c;e";0;0;68;1/8;;
1285;899;2;4;GE2 EE2 GE2 !mark!EE2 | FA2 GE2 FE2 EE2;&;;"c;e";0;0;68;1/8;;
1286;900;1;4;cA2 AA2 cA2 AA2 | cc2 BB2 AA2 AA2;&;;"a;f";0;0;68;1/8;;
1287;900;2;4;cA2 AA2 cA2 AA2 | cc2 B!mark!A2 AA2 AA2;&;;"a;f";0;0;68;1/8;;
1288;901;1;4;FE2 GF2 FE2 EE2 | GF2 FF2 FE2 EE2;&;^F;e;0;0;38;1/8;;
1289;902;1;1;cB AF EF EE | EE cB AA AA;&;_B _E  _A  _D;ba;0;0;44;1/8;;
1290;1021;1;1;d^ de ed dB | dc cA ed dB;&;^F;"g;h";0;0;48;1/8;;
1291;1022;1;1;dB de ed dB | dc cA ed dd;&;^F;"g;h";0;0;48;1/8;;
1292;1023;1;1;dB dd ed dB | dc cA ed dd;&;^F;"g;h";0;1/8=210;48;1/8;;
1293;1026;1;4;dd2 ed2 cB2 BB2 | AG2 GA2 cB2 BB2;&;^F;g;0;0;24;1/8;;
1294;1026;1;4;dB2 dd2 cB2 BB2 | AG2 GA2 cB2 BB2;&;^F;g;0;0;24;1/8;;
1295;1027;1;1;cA cA BA FF | AG BA GF FF;&;_B;f;0;0;0;1/8;;
1296;1028;1;1;FA cc AA FF | AG BB GG FF;&;_B;f;0;0;0;1/8;;
1297;1029;1;1;GF GB dB cA | Bc GF AG GG;&;^F;g;0;0;48;1/8;;
1298;1030;1;1;GB BG BA GB | cc BG AG GG;&;;g;0;0;0;1/8;;
1299;1031;1;1;EG FE EF/G/ AF | GG FF EE EE;&;^F;e;0;0;48;1/8;;
1300;1032;1;1;AA GA/G/ GF AG | AA GA/G/ GF FF;&;_B;f;0;0;44288;1/8;;
1301;1033;1;1;BG Bd cA BA | AG AB AG GG;&;^F;g;0;0;0;1/8;;
1302;1034;1;1;BB BG AA AF | AA BA GF GG;&;^F;g;0;0;44288;1/8;;
1303;1035;1;1;DB, DD B,A, A,E | DD CC A,G, G,G,;&;;g;0;0;44288;1/8;;
1304;1035;2;1;DB, DD B,A, A,!mark!A, | DD C!mark!A, A,G, G,G,;&;;g;0;0;44288;1/8;;
1305;1036;1;1;GG BA/B/ cd/c/ BG | BA BG AA GG;&;;g;0;0;42;1/8;;
1306;1036;2;1;GG BA/B/ c!mark!c BG | BA BG AA GG;&;;g;0;0;42;1/8;;
1307;1037;1;1;GG BB BG AG | Bc BA AG GG;&;_B _E;g;0;0;44288;1/8;;
1308;1037;2;1;GG BB BG AG | Bc B!mark!B AG GG;&;_B _E;g;0;0;44288;1/8;;
1309;1038;1;1;cA cA dd BB | BG BA/B/ cc AA;&;;a;0;0;44288;1/8;;
1310;1039;1;1;AB cB dc AA | cB GG BA AA;&;;a;0;0;44288;1/8;;
1311;1040;1;1;BB BB dB FF | cc cc dB FF;&;_B _E;bh;0;0;44288;1/8;;
1312;1041;1;1;GA BG GG GB | cB Ac BA GG;&;;g;0;0;0;1/8;;
1313;1042;1;1;GG AF GG AF | GA BA GG GG;&;^F;g;0;0;48;1/8;;
1314;1043;1;1;BG GA BG GG | BB AA GG GG;&;^F;g;0;0;48;1/8;;
1315;1044;1;1/2;EE GG AA GG | AA GG FF E HE2;&;^F;e;0;0;C;1/8;;
1316;1045;1;1;GE GE AF FF | FD FD GE EE;&;_B _E  _A;be;0;0;24;1/8;;
1317;1045;2;1;GE GE AF FF | FD F!mark!D/D/ GE EE;&;_B _E  _A;be;0;0;24;1/8;;
1318;1046;1;1;GG GG cc BA | BG GF AA GD;&;;c;0;0;24;1/8;;
1319;509;1;1;dd AB cB dd | dd cB GA GG;&;^F;g;0;0;24;1/8;;
1320;1047;1;1;EE GE DD DD | FF GF GE EE;&;_B _E  _A;be;0;1/4=104;24;1/8;;
1321;1048;1;1;GG GA GG FF | GG GA GG FF;&;;c;0;0;0;1/8;;
1322;1049;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a;0;0;44;1/8;;
1323;1049;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a;0;0;44;1/8;;
1324;1050;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a;0;0;44;1/8;;
1325;1050;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a;0;0;44;1/8;;
1326;1051;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a;0;0;44;1/8;;
1327;1051;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a;0;0;44;1/8;;
1328;1052;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a;0;0;44;1/8;;
1329;1052;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a;0;0;44;1/8;;
1330;1053;1;1;Bd dB cA BA | Ac cA BA AA;&;^F;a;0;0;44;1/8;;
1331;1053;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;^F;a;0;0;44;1/8;;
1332;1054;1;1;Bd dB cA BA | Ac cA BA AA;&;;a;0;0;0;1/8;;
1333;1054;2;1;Bd dB cA B!mark!d | Ac !mark!BA !mark!cA AA;&;;a;0;0;0;1/8;;
1334;1055;1;1;Bd dB cA BA | dc BA cA AA;&;^F;d, �kki hoopis a;0;0;44;1/8;;
1335;1055;2;1;Bd dB cA B!mark!d | dc B!mark!G cA AA;&;^F;d, �kki hoopis a;0;0;44;1/8;;
1336;1056;1;1;Bd dB cA BA | dc BG GG GG;&;^F;"g;a";0;0;44;1/8;;
1337;1056;2;1;Bd dB cA B!mark!d | dc BG GG GG;&;^F;"g;a";0;0;44;1/8;;
1338;1058;1;1;GA Bc BB AA | GA Bc BA GG;&;^F;g;0;0;0;1/8;;
1339;1059;1;1;GG AF FE ED | FF GE ED GG;&;^F;"g;d";0;0;48;1/8;;
1340;1060;1;1;dd de dB BA | BA AF AG GG;&;^F;g;0;0;24;1/8;;
1341;1063;1;1;cB AF EF EE | EE cB AA AA;&;_B _E  _A  _D;a;0;0;44;1/8;;
1342;1064;1;1;BG GD FE ED | cB BA BA GG;&;^F;g;0;0;48;1/8;;
1343;1064;1;1;BG GD FE ED | DD EF GG GG;&;^F;g;0;0;48;1/8;;
1344;1068;1;3A;AA c Hc2 BA B HG2 | cc B HG2 GG G HG2;&;_B;g;0;0;68;1/8;;
1345;1069;1;1;dd ed cB BB | AG GA cB BB;&;^F;g;0;0;24;1/8;;
1346;1073;1;5;dd B2 B2 | GG A2 A2 | cc A2 A2 GG B2 B2;&;^F;g;0;0;38;1/8;;
1347;1077;1;1;BG GB BA AA | BF FA BG GG;&;^F;g;0;0;48;1/8;;
1348;1078;1;1;BG GG cB AA | BA GF AG GG;&;^F;g;0;0;48;1/8;;
1349;1079;1;1;BG AA BG AA | Bd cA BG AA;&;^F ^C ^G;a;0;0;24;1/8;;
1350;1080;1;1;DF DF GE EE | CE CE FD DD;&;^F ^C;d;d�=d�;0;24;1/8;;
1351;1081;1;1;FD FD GF EE | EC EC FE DD;&;^F ^C;h;0;1/8=246;0;1/8;;
1352;1082;1;1;GG GG GE DD | GG GG GE DD;&;^F;g;0;0;48;1/8;;
1353;1083;1;1A;GG EE GG EE | FF DD GG EE;&;;c,e;0;0;24;1/8;;
1354;1084;1;1;BB AA GG DD | GG DD GG GD;&;^F;g;0;1/8=192;48;1/8;;
1355;1084;2;1;BB AA GG !mark!GD | GG !mark!GD GG GD;&;^F;g;0;1/8=192;48;1/8;;
1356;1085;1;1;DG GB BA AA | dD DF AG GG;&;^F;g;0;1/4=120;24;1/8;;
1357;1086;1;1;dd d/B/G dd d/B/G | dd dG BA GG;&;^F;g;0;0;48;1/8;;
1358;1214;1;1;Ad BA BA AA | dd/c/ BA BA AA;&;_B;a;0;0;0;1/8;;
1359;1215;1;1;Ad BA BA AA | dd/c/ BA BA AA;&;_B;a;0;0;0;1/8;;
1360;1216;1;1;Ad BA BA AA | dd/c/ BA BA AA;&;_B;a;0;0;0;1/8;;
1361;1217;1;1;Ad BA BA AA | dd/c/ BA BA AA;&;_B;a;0;0;0;1/8;;
1362;1218;1;1;Ad BA BA AA | dd/c/ BA BA AA;&;_B;a;0;0;0;1/8;;
1363;1219;1;1;BB/c/ ed eB cd | dc ed cB BB;&;;h;0;0;0;1/8;;
1364;1220;1;1;AB dd cB Ac/B/ | AB cc BA AA;&;_B;a;0;0;0;1/8;;
1365;1221;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1366;1222;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1367;1223;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1368;1224;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1369;1225;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1370;1226;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1371;1227;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1372;1228;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1373;1229;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1374;1230;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1375;1231;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1376;1232;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1377;1233;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1378;1234;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1379;1235;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1380;1236;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1381;1237;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1382;1238;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1383;1239;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1384;1240;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1385;1241;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1386;1242;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1387;1243;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1388;1244;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1389;1245;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1390;1246;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1391;1247;1;1;GG GG/A/ BA AG | BA AG GG G<empty>;&;_B _E;g;0;0;0;1/8;;
1392;1248;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1393;1249;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1394;1250;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1395;1251;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1396;1252;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1397;1253;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1398;1254;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1399;1255;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1400;1256;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1401;1257;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1402;1258;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1403;1259;1;1;GG GG/A/ BA AG | BA AG GG GG;&;_B _E;g;0;0;0;1/8;;
1404;1260;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1405;1261;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1406;1262;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1407;1263;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1408;1264;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1409;1265;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1410;1266;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1411;1267;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1412;1268;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1413;1269;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1414;1270;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1415;1271;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1416;1272;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG G<empty>;&;_B _E;g;0;0;0;1/8;;
1417;1273;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1418;1670;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1419;1671;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1420;1672;1;1;dd BG dd BG | dd cA GG GG;&;^F;g;0;0;0;1/8;;
1421;1673;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1422;1674;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1423;1675;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1424;1676;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1425;1677;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1426;1678;1;1;dd BG Dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1427;1679;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1428;1680;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1429;1681;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1430;1682;1;1;dd BG dd BG | dd cA GG GG;&;;g;0;0;0;1/8;;
1431;2033;1;1;ce cc dB Bc/d/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1432;2033;2;1;ce cc dB B!mark!B | ed cB BA AA;&;;a;0;0;0;1/8;;
1433;2034;1;1;ce cc dB Bc/d/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1434;2034;2;1;ce cc dB B!mark!B | ed cB BA AA;&;;a;0;0;0;1/8;;
1435;2035;1;1;Be cc cB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1436;2035;2;1;Be cc !mark!dB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1437;2036;1;1;Be cc cB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1438;2036;2;1;Be cc !mark!dB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1439;2037;1;1;Be cc cB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1440;2037;2;1;Be cc !mark!dB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1441;2038;1;1;Be cc cB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1442;2038;2;1;Be cc !mark!dB AB/c/ | ed cB BA AA;&;;a;0;0;0;1/8;;
1443;2039;1;1;dd AA BG cc | BB AA GG GB;&;_B;g;0;0;0;1/8;;
1444;2040;1;1;Ae ed eB cA | Ae dB cA AA;&;;a;0;0;0;1/8;;
1445;2041;1;1;DD FF AF EE | FA GE FE DD;&;_B;d;0;0;0;1/8;;
1446;2042;1;1;AB cB/c/ ed dc | dc dc/B/ AA AA;&;;a;0;0;0;1/8;;
1447;2043;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1448;2043;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1449;2044;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1450;2044;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1451;2045;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1452;2045;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1453;2046;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1454;2046;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1455;2047;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1456;2047;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1457;2048;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1458;2048;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1459;2049;1;1;GG Bd dc AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1460;2049;2;1;GG Bd d!mark!c/B/ AB | dd cA BB GG;&;_B _E;g;0;1/4=100;0;1/8;;
1461;1274;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1462;1275;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1463;1276;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1464;1277;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1465;1278;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1466;1279;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1467;1280;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1468;1281;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1469;1282;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1470;1283;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1471;1284;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1472;1285;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1473;1286;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1474;1287;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1475;1288;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1476;1289;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
1477;1290;1;1;GG GG/A/ B/A/A A/G/A/G/ | B/A/A/G/ A/G/A/G/ GG GG;&;_B _E;g;0;0;0;1/8;;
